colonia,municipio,estado,anio,mes,tipo_residuo,toneladas_recolectadas,num_viajes,cobertura_pct,canon_cercano,fuente
El Cipres,Ensenada,Baja California,2023,Marzo,Organico,30.95,12,69.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2021,Junio,Plastico,43.79,10,86.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2021,Abril,Vidrio,44.6,14,81.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2021,Octubre,Mixto,41.11,14,75.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2021,Febrero,Organico,36.68,15,61.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2022,Septiembre,Sanitario,23.02,5,88.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2022,Febrero,Plastico,8.89,18,67.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2022,Octubre,Plastico,16.15,6,72.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2022,Agosto,Organico,21.12,12,93.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2023,Diciembre,Metal,38.17,12,80.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2023,Abril,Metal,17.12,6,73.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2023,Octubre,Sanitario,39.47,1,94.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Maneadero,Ensenada,Baja California,2023,Septiembre,Mixto,5.86,1,80.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2021,Julio,Mixto,15.6,4,92.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2021,Diciembre,Sanitario,16.07,4,91.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2021,Febrero,Vidrio,28.44,18,85.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2021,Mayo,Metal,13.44,4,86.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2022,Marzo,Papel/Carton,24.36,5,94.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2022,Noviembre,Vidrio,24.79,15,61.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2022,Septiembre,Mixto,16.21,14,92.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2022,Abril,Metal,27.35,3,65.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2023,Julio,Vidrio,39.41,6,95.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2023,Octubre,Papel/Carton,43.74,18,61.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2023,Enero,Plastico,11.25,3,96.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Vista Hermosa,Ensenada,Baja California,2023,Mayo,Papel/Carton,28.12,8,89.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2021,Septiembre,Mixto,10.64,8,61.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2021,Junio,Metal,14.34,11,89.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2021,Diciembre,Metal,4.79,14,65.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2021,Enero,Organico,5.04,10,85.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2022,Julio,Sanitario,40.17,12,63.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2022,Marzo,Papel/Carton,41.3,1,91.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2022,Diciembre,Organico,30.82,9,65.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2022,Septiembre,Mixto,41.72,14,91.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2023,Mayo,Sanitario,39.36,5,95.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2023,Junio,Sanitario,31.98,11,71.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2023,Septiembre,Metal,9.91,17,71.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Tecate,Baja California,2023,Febrero,Plastico,40.34,8,95.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2021,Mayo,Plastico,5.04,8,69.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2021,Agosto,Sanitario,6.48,8,95.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2021,Abril,Plastico,40.6,12,68.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2021,Marzo,Papel/Carton,39.4,19,76.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2022,Julio,Vidrio,6.27,12,69.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2022,Agosto,Organico,17.59,6,88.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2022,Noviembre,Vidrio,2.9,3,84.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2022,Mayo,Metal,27.56,7,91.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2023,Octubre,Sanitario,36.07,3,94.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2023,Septiembre,Metal,14.86,5,64.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2023,Noviembre,Vidrio,7.51,5,84.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Rincon del Valle,Tecate,Baja California,2023,Mayo,Organico,15.61,19,68.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2021,Mayo,Mixto,3.18,20,91.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2021,Diciembre,Plastico,22.46,2,61.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2021,Junio,Plastico,16.37,11,95.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2021,Enero,Plastico,24.3,8,66.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2022,Julio,Organico,31.66,8,88.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2022,Agosto,Metal,13.32,3,64.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2022,Noviembre,Plastico,3.51,20,96.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2022,Octubre,Plastico,22.71,6,80.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2023,Marzo,Organico,10.34,4,77.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2023,Enero,Vidrio,43.45,11,87.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2023,Junio,Sanitario,37.55,19,94.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Los Pinos,Tecate,Baja California,2023,Febrero,Mixto,28.79,1,64.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2021,Diciembre,Metal,12.9,19,81.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2021,Abril,Sanitario,5.84,17,91.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2021,Junio,Metal,4.86,1,80.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2021,Mayo,Organico,21.91,6,81.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2022,Septiembre,Papel/Carton,30.62,20,84.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2022,Noviembre,Metal,38.0,13,88.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2022,Enero,Metal,26.5,17,65.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2022,Febrero,Vidrio,1.89,14,93.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2023,Julio,Sanitario,5.58,3,60.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2023,Marzo,Plastico,42.99,13,65.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2023,Agosto,Papel/Carton,14.47,12,64.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Rosarito,Baja California,2023,Noviembre,Vidrio,37.93,8,65.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2021,Junio,Plastico,37.8,7,91.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2021,Marzo,Plastico,29.18,1,64.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2021,Mayo,Papel/Carton,21.8,6,91.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2021,Octubre,Vidrio,13.65,7,72.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2022,Junio,Mixto,14.02,10,80.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2022,Septiembre,Organico,24.35,1,88.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2022,Julio,Plastico,23.58,5,89.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2022,Enero,Sanitario,42.88,3,62.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2023,Noviembre,Mixto,21.79,2,64.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2023,Enero,Papel/Carton,5.11,17,75.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2023,Mayo,Plastico,15.74,20,71.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Calafia,Rosarito,Baja California,2023,Marzo,Sanitario,39.42,2,66.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2021,Octubre,Sanitario,23.17,9,67.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2021,Enero,Mixto,43.79,7,89.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2021,Marzo,Sanitario,38.49,3,93.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2021,Abril,Papel/Carton,41.09,6,75.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2022,Mayo,Papel/Carton,23.12,8,60.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2022,Marzo,Plastico,42.01,9,94.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2022,Julio,Organico,26.49,11,60.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2022,Octubre,Metal,24.96,5,94.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2023,Septiembre,Organico,26.24,4,81.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2023,Noviembre,Mixto,29.68,20,77.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2023,Abril,Sanitario,11.91,16,94.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Las Gaviotas,Rosarito,Baja California,2023,Junio,Plastico,20.15,18,85.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2021,Mayo,Sanitario,37.67,13,97.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2021,Enero,Mixto,28.98,17,72.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2021,Marzo,Sanitario,21.58,11,68.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2021,Noviembre,Plastico,25.91,19,87.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2022,Marzo,Plastico,35.19,10,94.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2022,Julio,Sanitario,32.22,1,61.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2022,Noviembre,Vidrio,16.44,3,88.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2022,Septiembre,Metal,44.26,4,71.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2023,Marzo,Vidrio,20.79,5,85.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2023,Junio,Mixto,2.76,7,78.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2023,Octubre,Mixto,41.2,7,70.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,San Quintin,Baja California,2023,Julio,Plastico,11.11,13,97.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2021,Junio,Organico,36.73,5,96.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2021,Diciembre,Papel/Carton,22.28,10,94.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2021,Mayo,Sanitario,20.88,10,73.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2021,Agosto,Metal,7.44,8,63.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2022,Mayo,Sanitario,25.56,10,70.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2022,Agosto,Mixto,38.74,15,88.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2022,Enero,Metal,17.9,2,75.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2022,Abril,Papel/Carton,44.85,17,91.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2023,Septiembre,Metal,6.27,18,68.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2023,Noviembre,Mixto,30.3,13,86.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2023,Julio,Organico,3.38,19,96.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,San Quintin,Baja California,2023,Diciembre,Plastico,22.73,17,94.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2021,Julio,Vidrio,39.61,11,87.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2021,Abril,Sanitario,44.82,7,65.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2021,Febrero,Plastico,36.44,1,93.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2021,Diciembre,Papel/Carton,43.15,16,70.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2022,Junio,Plastico,7.52,17,78.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2022,Septiembre,Organico,9.51,3,75.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2022,Agosto,Vidrio,1.14,11,79.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2022,Enero,Mixto,9.7,16,62.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2023,Julio,Plastico,15.4,17,85.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2023,Enero,Metal,24.79,8,96.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2023,Marzo,Sanitario,1.33,7,61.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Vicente Guerrero,San Quintin,Baja California,2023,Abril,Papel/Carton,32.19,4,75.3,N/A,Ayuntamiento Tijuana / SEMARNAT
